id,url,general,specific
780286303501815808,https://twitter.com/intent/user?user_id=780286303501815808,1,0
1181764600603107329,https://twitter.com/intent/user?user_id=1181764600603107329,1,1
782847757786632192,https://twitter.com/intent/user?user_id=782847757786632192,0,0
860299107591639041,https://twitter.com/intent/user?user_id=860299107591639041,1,1
966538993188855808,https://twitter.com/intent/user?user_id=966538993188855808,0,0
878088079529000960,https://twitter.com/intent/user?user_id=878088079529000960,-1,-1
873047926859120644,https://twitter.com/intent/user?user_id=873047926859120644,1,1
377176071,https://twitter.com/intent/user?user_id=377176071,1,0
861095068253396993,https://twitter.com/intent/user?user_id=861095068253396993,-1,-1
941982992934645761,https://twitter.com/intent/user?user_id=941982992934645761,0,0
901051731856965632,https://twitter.com/intent/user?user_id=901051731856965632,1,0
63420812,https://twitter.com/intent/user?user_id=63420812,1,1
389794191,https://twitter.com/intent/user?user_id=389794191,0,0
540920848,https://twitter.com/intent/user?user_id=540920848,1,1
4440828560,https://twitter.com/intent/user?user_id=4440828560,0,0
1430315281,https://twitter.com/intent/user?user_id=1430315281,1,1
3147164308,https://twitter.com/intent/user?user_id=3147164308,1,0
1329314330,https://twitter.com/intent/user?user_id=1329314330,1,1
277512103,https://twitter.com/intent/user?user_id=277512103,1,0
150200494,https://twitter.com/intent/user?user_id=150200494,0,0
215202351,https://twitter.com/intent/user?user_id=215202351,1,0
549045437,https://twitter.com/intent/user?user_id=549045437,1,1
533910607,https://twitter.com/intent/user?user_id=533910607,1,0
775504722,https://twitter.com/intent/user?user_id=775504722,1,0
2957475798,https://twitter.com/intent/user?user_id=2957475798,0,0
525223274,https://twitter.com/intent/user?user_id=525223274,1,1
94617458,https://twitter.com/intent/user?user_id=94617458,0,0
222172026,https://twitter.com/intent/user?user_id=222172026,1,0
185932157,https://twitter.com/intent/user?user_id=185932157,0,0
176791551,https://twitter.com/intent/user?user_id=176791551,1,1
3733239913,https://twitter.com/intent/user?user_id=3733239913,0,0
719128556,https://twitter.com/intent/user?user_id=719128556,1,1
338179533,https://twitter.com/intent/user?user_id=338179533,0,0
558689521,https://twitter.com/intent/user?user_id=558689521,0,0
298013940,https://twitter.com/intent/user?user_id=298013940,0,0
107933482,https://twitter.com/intent/user?user_id=107933482,0,0
249883967,https://twitter.com/intent/user?user_id=249883967,0,0
2609327106,https://twitter.com/intent/user?user_id=2609327106,0,0
340779591,https://twitter.com/intent/user?user_id=340779591,0,0
90073322,https://twitter.com/intent/user?user_id=90073322,0,0
946351815917944832,https://twitter.com/intent/user?user_id=946351815917944832,-1,-1
825673838327238656,https://twitter.com/intent/user?user_id=825673838327238656,1,0
825233318887067649,https://twitter.com/intent/user?user_id=825233318887067649,1,0
920246857254735873,https://twitter.com/intent/user?user_id=920246857254735873,1,0
749407403372716032,https://twitter.com/intent/user?user_id=749407403372716032,1,0
949129396123660294,https://twitter.com/intent/user?user_id=949129396123660294,1,0
810702111486771200,https://twitter.com/intent/user?user_id=810702111486771200,1,0
2842416775,https://twitter.com/intent/user?user_id=2842416775,1,0
1588916119,https://twitter.com/intent/user?user_id=1588916119,1,0
838930844,https://twitter.com/intent/user?user_id=838930844,1,1
549776297,https://twitter.com/intent/user?user_id=549776297,1,1
2429761579,https://twitter.com/intent/user?user_id=2429761579,1,0
1696789938,https://twitter.com/intent/user?user_id=1696789938,0,0
346497461,https://twitter.com/intent/user?user_id=346497461,1,1
116934971,https://twitter.com/intent/user?user_id=116934971,1,0
1705482829,https://twitter.com/intent/user?user_id=1705482829,1,0
3052212823,https://twitter.com/intent/user?user_id=3052212823,1,1
1873622232,https://twitter.com/intent/user?user_id=1873622232,1,1
1138798298,https://twitter.com/intent/user?user_id=1138798298,1,0
2309180252,https://twitter.com/intent/user?user_id=2309180252,1,0
268293346,https://twitter.com/intent/user?user_id=268293346,1,1
99891944,https://twitter.com/intent/user?user_id=99891944,1,1
131215338,https://twitter.com/intent/user?user_id=131215338,1,1
44854270,https://twitter.com/intent/user?user_id=44854270,1,0
927346345324584960,https://twitter.com/intent/user?user_id=927346345324584960,1,0
