id,url,general,specific
1112706964243439616,https://twitter.com/intent/user?user_id=1112706964243439616,1,1
814222116757213184,https://twitter.com/intent/user?user_id=814222116757213184,1,1
1415607478885044226,https://twitter.com/intent/user?user_id=1415607478885044226,1,1
299712771,https://twitter.com/intent/user?user_id=299712771,1,0
989408357873205248,https://twitter.com/intent/user?user_id=989408357873205248,0,0
769088227261186048,https://twitter.com/intent/user?user_id=769088227261186048,1,1
14488449,https://twitter.com/intent/user?user_id=14488449,0,0
225970565,https://twitter.com/intent/user?user_id=225970565,0,0
713256508675334144,https://twitter.com/intent/user?user_id=713256508675334144,0,0
2957429647,https://twitter.com/intent/user?user_id=2957429647,1,1
803854230,https://twitter.com/intent/user?user_id=803854230,1,1
3146164638,https://twitter.com/intent/user?user_id=3146164638,0,0
67588511,https://twitter.com/intent/user?user_id=67588511,0,0
990247206,https://twitter.com/intent/user?user_id=990247206,0,0
127769518,https://twitter.com/intent/user?user_id=127769518,1,1
1023516080,https://twitter.com/intent/user?user_id=1023516080,0,0
251440053,https://twitter.com/intent/user?user_id=251440053,1,1
527990711,https://twitter.com/intent/user?user_id=527990711,1,1
208921788,https://twitter.com/intent/user?user_id=208921788,1,0
129681989,https://twitter.com/intent/user?user_id=129681989,1,1
1635826134,https://twitter.com/intent/user?user_id=1635826134,0,0
2961920226,https://twitter.com/intent/user?user_id=2961920226,0,0
300117478,https://twitter.com/intent/user?user_id=300117478,0,0
4375736294,https://twitter.com/intent/user?user_id=4375736294,0,0
3305737838,https://twitter.com/intent/user?user_id=3305737838,1,0
2660641776,https://twitter.com/intent/user?user_id=2660641776,0,0
3193806320,https://twitter.com/intent/user?user_id=3193806320,1,1
2816989686,https://twitter.com/intent/user?user_id=2816989686,1,0
110705784,https://twitter.com/intent/user?user_id=110705784,0,0
273272187,https://twitter.com/intent/user?user_id=273272187,1,1
100100257,https://twitter.com/intent/user?user_id=100100257,1,1
1108134067,https://twitter.com/intent/user?user_id=1108134067,0,0
2786830646,https://twitter.com/intent/user?user_id=2786830646,1,0
