id,url,general,specific
54315780,https://twitter.com/intent/user?user_id=54315780,0,0
71983364,https://twitter.com/intent/user?user_id=71983364,1,1
8870022,https://twitter.com/intent/user?user_id=8870022,1,1
384693526,https://twitter.com/intent/user?user_id=384693526,0,0
260479514,https://twitter.com/intent/user?user_id=260479514,1,1
389584667,https://twitter.com/intent/user?user_id=389584667,1,1
161606171,https://twitter.com/intent/user?user_id=161606171,0,0
95124641,https://twitter.com/intent/user?user_id=95124641,1,1
275029923,https://twitter.com/intent/user?user_id=275029923,1,1
129729572,https://twitter.com/intent/user?user_id=129729572,0,0
98616740,https://twitter.com/intent/user?user_id=98616740,0,0
156554022,https://twitter.com/intent/user?user_id=156554022,1,1
145854115,https://twitter.com/intent/user?user_id=145854115,0,0
274350758,https://twitter.com/intent/user?user_id=274350758,0,0
118592687,https://twitter.com/intent/user?user_id=118592687,0,0
125910081,https://twitter.com/intent/user?user_id=125910081,1,1
273902403,https://twitter.com/intent/user?user_id=273902403,0,0
110329539,https://twitter.com/intent/user?user_id=110329539,0,0
184398669,https://twitter.com/intent/user?user_id=184398669,1,1
160860625,https://twitter.com/intent/user?user_id=160860625,0,0
116760663,https://twitter.com/intent/user?user_id=116760663,0,0
5738712,https://twitter.com/intent/user?user_id=5738712,0,0
116682080,https://twitter.com/intent/user?user_id=116682080,0,0
80212582,https://twitter.com/intent/user?user_id=80212582,1,1
543513446,https://twitter.com/intent/user?user_id=543513446,1,1
112613352,https://twitter.com/intent/user?user_id=112613352,0,0
170039020,https://twitter.com/intent/user?user_id=170039020,1,1
118963059,https://twitter.com/intent/user?user_id=118963059,0,0
357303286,https://twitter.com/intent/user?user_id=357303286,0,0
144162174,https://twitter.com/intent/user?user_id=144162174,1,1
124380320,https://twitter.com/intent/user?user_id=124380320,0,0
3265643114,https://twitter.com/intent/user?user_id=3265643114,0,0
100467954,https://twitter.com/intent/user?user_id=100467954,1,1
201653368,https://twitter.com/intent/user?user_id=201653368,0,0
81361850,https://twitter.com/intent/user?user_id=81361850,1,1
93546691,https://twitter.com/intent/user?user_id=93546691,0,0
66092646,https://twitter.com/intent/user?user_id=66092646,1,1
395130602,https://twitter.com/intent/user?user_id=395130602,1,1
108011644,https://twitter.com/intent/user?user_id=108011644,1,1
287226630,https://twitter.com/intent/user?user_id=287226630,0,0
222693679,https://twitter.com/intent/user?user_id=222693679,0,0
165710029,https://twitter.com/intent/user?user_id=165710029,0,0
126141753,https://twitter.com/intent/user?user_id=126141753,0,0
101417545,https://twitter.com/intent/user?user_id=101417545,1,0
66965970,https://twitter.com/intent/user?user_id=66965970,0,0
92489565,https://twitter.com/intent/user?user_id=92489565,1,0
620706022,https://twitter.com/intent/user?user_id=620706022,0,0
5840742,https://twitter.com/intent/user?user_id=5840742,0,0
74958792,https://twitter.com/intent/user?user_id=74958792,0,0
235252736,https://twitter.com/intent/user?user_id=235252736,0,0
121319744,https://twitter.com/intent/user?user_id=121319744,0,0
112329641,https://twitter.com/intent/user?user_id=112329641,0,0
123809480,https://twitter.com/intent/user?user_id=123809480,0,0
2988219775,https://twitter.com/intent/user?user_id=2988219775,1,1
227936642,https://twitter.com/intent/user?user_id=227936642,-1,-1
109545860,https://twitter.com/intent/user?user_id=109545860,0,0
58806533,https://twitter.com/intent/user?user_id=58806533,1,1
370485279,https://twitter.com/intent/user?user_id=370485279,1,1
106026015,https://twitter.com/intent/user?user_id=106026015,0,0
15737772,https://twitter.com/intent/user?user_id=15737772,0,0
2363158831,https://twitter.com/intent/user?user_id=2363158831,0,0
2896342836,https://twitter.com/intent/user?user_id=2896342836,0,0
66626233,https://twitter.com/intent/user?user_id=66626233,0,0
294118095,https://twitter.com/intent/user?user_id=294118095,0,0
129604689,https://twitter.com/intent/user?user_id=129604689,1,1
1595712223,https://twitter.com/intent/user?user_id=1595712223,1,1
124706152,https://twitter.com/intent/user?user_id=124706152,0,0
153595074,https://twitter.com/intent/user?user_id=153595074,0,0
109508713,https://twitter.com/intent/user?user_id=109508713,0,0
160478444,https://twitter.com/intent/user?user_id=160478444,0,0
110403440,https://twitter.com/intent/user?user_id=110403440,1,1
97387385,https://twitter.com/intent/user?user_id=97387385,0,0
111187149,https://twitter.com/intent/user?user_id=111187149,0,0
112933748,https://twitter.com/intent/user?user_id=112933748,0,0
85479953,https://twitter.com/intent/user?user_id=85479953,0,0
85782218,https://twitter.com/intent/user?user_id=85782218,0,0
110864588,https://twitter.com/intent/user?user_id=110864588,0,0
75450610,https://twitter.com/intent/user?user_id=75450610,0,0
150355630,https://twitter.com/intent/user?user_id=150355630,0,0
792325329125715968,https://twitter.com/intent/user?user_id=792325329125715968,0,0
81603740,https://twitter.com/intent/user?user_id=81603740,0,0
87882928,https://twitter.com/intent/user?user_id=87882928,0,0
83563854,https://twitter.com/intent/user?user_id=83563854,0,0
130511332,https://twitter.com/intent/user?user_id=130511332,0,0
136856421,https://twitter.com/intent/user?user_id=136856421,1,1
111234801,https://twitter.com/intent/user?user_id=111234801,0,0
133393670,https://twitter.com/intent/user?user_id=133393670,0,0
148276533,https://twitter.com/intent/user?user_id=148276533,0,0
72178376,https://twitter.com/intent/user?user_id=72178376,0,0
53920355,https://twitter.com/intent/user?user_id=53920355,0,0
98232820,https://twitter.com/intent/user?user_id=98232820,0,0
109072288,https://twitter.com/intent/user?user_id=109072288,0,0
3045470383,https://twitter.com/intent/user?user_id=3045470383,0,0
52623925,https://twitter.com/intent/user?user_id=52623925,0,0
78305497,https://twitter.com/intent/user?user_id=78305497,0,0
64695621,https://twitter.com/intent/user?user_id=64695621,0,0
42919885,https://twitter.com/intent/user?user_id=42919885,1,1
161339355,https://twitter.com/intent/user?user_id=161339355,0,0
372130797,https://twitter.com/intent/user?user_id=372130797,0,0
181257805,https://twitter.com/intent/user?user_id=181257805,1,1
1118593154,https://twitter.com/intent/user?user_id=1118593154,0,0
112672621,https://twitter.com/intent/user?user_id=112672621,0,0
1379055642132946946,https://twitter.com/intent/user?user_id=1379055642132946946,0,0
229032324,https://twitter.com/intent/user?user_id=229032324,0,0
16448975,https://twitter.com/intent/user?user_id=16448975,0,0
105513809,https://twitter.com/intent/user?user_id=105513809,0,0
168613074,https://twitter.com/intent/user?user_id=168613074,0,0
110417109,https://twitter.com/intent/user?user_id=110417109,1,0
961435309140459520,https://twitter.com/intent/user?user_id=961435309140459520,0,0
870124603380711425,https://twitter.com/intent/user?user_id=870124603380711425,0,0
3262711304,https://twitter.com/intent/user?user_id=3262711304,0,0
1097345045118648320,https://twitter.com/intent/user?user_id=1097345045118648320,0,0
768378781593579520,https://twitter.com/intent/user?user_id=768378781593579520,0,0
1381289858,https://twitter.com/intent/user?user_id=1381289858,0,0
538854402,https://twitter.com/intent/user?user_id=538854402,0,0
1053507729916981248,https://twitter.com/intent/user?user_id=1053507729916981248,0,0
114469764,https://twitter.com/intent/user?user_id=114469764,0,0
1242324821767155713,https://twitter.com/intent/user?user_id=1242324821767155713,0,0
988741974931918848,https://twitter.com/intent/user?user_id=988741974931918848,0,0
1045325450870812673,https://twitter.com/intent/user?user_id=1045325450870812673,0,0
335365780,https://twitter.com/intent/user?user_id=335365780,0,0
67922841,https://twitter.com/intent/user?user_id=67922841,0,0
544165916,https://twitter.com/intent/user?user_id=544165916,0,0
152210334,https://twitter.com/intent/user?user_id=152210334,0,0
1487932831,https://twitter.com/intent/user?user_id=1487932831,0,0
107382433,https://twitter.com/intent/user?user_id=107382433,0,0
3076589347,https://twitter.com/intent/user?user_id=3076589347,0,0
2413636135,https://twitter.com/intent/user?user_id=2413636135,0,0
2563796780,https://twitter.com/intent/user?user_id=2563796780,0,0
2447490486,https://twitter.com/intent/user?user_id=2447490486,0,0
1285568574,https://twitter.com/intent/user?user_id=1285568574,0,0
97423301,https://twitter.com/intent/user?user_id=97423301,0,0
1214479194,https://twitter.com/intent/user?user_id=1214479194,0,0
2312420834,https://twitter.com/intent/user?user_id=2312420834,0,0
632426474,https://twitter.com/intent/user?user_id=632426474,0,0
937041516,https://twitter.com/intent/user?user_id=937041516,0,0
2539235444,https://twitter.com/intent/user?user_id=2539235444,0,0
170320501,https://twitter.com/intent/user?user_id=170320501,0,0
376640761,https://twitter.com/intent/user?user_id=376640761,0,0
1131123934047326208,https://twitter.com/intent/user?user_id=1131123934047326208,0,0
811453206236577792,https://twitter.com/intent/user?user_id=811453206236577792,0,0
894168927546126337,https://twitter.com/intent/user?user_id=894168927546126337,0,0
221916936,https://twitter.com/intent/user?user_id=221916936,0,0
206047499,https://twitter.com/intent/user?user_id=206047499,0,0
112594455,https://twitter.com/intent/user?user_id=112594455,0,0
200055577,https://twitter.com/intent/user?user_id=200055577,0,0
2985897378,https://twitter.com/intent/user?user_id=2985897378,0,0
267832994,https://twitter.com/intent/user?user_id=267832994,0,0
2583036324,https://twitter.com/intent/user?user_id=2583036324,0,0
613027621,https://twitter.com/intent/user?user_id=613027621,0,0
2451342764,https://twitter.com/intent/user?user_id=2451342764,0,0
1044842034,https://twitter.com/intent/user?user_id=1044842034,0,0
1498801458,https://twitter.com/intent/user?user_id=1498801458,0,0
126492722,https://twitter.com/intent/user?user_id=126492722,0,0
139346375,https://twitter.com/intent/user?user_id=139346375,0,0
359141962,https://twitter.com/intent/user?user_id=359141962,0,0
496588242,https://twitter.com/intent/user?user_id=496588242,0,0
3236170838,https://twitter.com/intent/user?user_id=3236170838,0,0
4880286304,https://twitter.com/intent/user?user_id=4880286304,0,0
407538790,https://twitter.com/intent/user?user_id=407538790,0,0
4471531,https://twitter.com/intent/user?user_id=4471531,0,0
117070445,https://twitter.com/intent/user?user_id=117070445,0,0
