id,url,general,specific
41790211,https://twitter.com/intent/user?user_id=41790211,1,1
99345926,https://twitter.com/intent/user?user_id=99345926,1,1
67432456,https://twitter.com/intent/user?user_id=67432456,1,0
125002121,https://twitter.com/intent/user?user_id=125002121,0,0
289325449,https://twitter.com/intent/user?user_id=289325449,1,1
150534284,https://twitter.com/intent/user?user_id=150534284,1,1
95257236,https://twitter.com/intent/user?user_id=95257236,1,0
114402721,https://twitter.com/intent/user?user_id=114402721,1,1
114700462,https://twitter.com/intent/user?user_id=114700462,1,1
4104111,https://twitter.com/intent/user?user_id=4104111,0,0
153675900,https://twitter.com/intent/user?user_id=153675900,1,1
127196081,https://twitter.com/intent/user?user_id=127196081,1,1
92198706,https://twitter.com/intent/user?user_id=92198706,1,0
58116158,https://twitter.com/intent/user?user_id=58116158,1,1
15840076,https://twitter.com/intent/user?user_id=15840076,1,1
99671245,https://twitter.com/intent/user?user_id=99671245,1,1
119076814,https://twitter.com/intent/user?user_id=119076814,0,0
102542029,https://twitter.com/intent/user?user_id=102542029,1,1
93802835,https://twitter.com/intent/user?user_id=93802835,1,1
2786677338,https://twitter.com/intent/user?user_id=2786677338,0,0
27535070,https://twitter.com/intent/user?user_id=27535070,0,0
118423904,https://twitter.com/intent/user?user_id=118423904,1,1
118428640,https://twitter.com/intent/user?user_id=118428640,0,0
200965355,https://twitter.com/intent/user?user_id=200965355,1,0
86334065,https://twitter.com/intent/user?user_id=86334065,0,0
98928628,https://twitter.com/intent/user?user_id=98928628,0,0
108864506,https://twitter.com/intent/user?user_id=108864506,1,1
44306171,https://twitter.com/intent/user?user_id=44306171,0,0
16600444,https://twitter.com/intent/user?user_id=16600444,1,1
118106495,https://twitter.com/intent/user?user_id=118106495,-1,-1
322569026,https://twitter.com/intent/user?user_id=322569026,0,0
75227477,https://twitter.com/intent/user?user_id=75227477,1,0
106286848,https://twitter.com/intent/user?user_id=106286848,1,1
84640268,https://twitter.com/intent/user?user_id=84640268,1,1
35413900,https://twitter.com/intent/user?user_id=35413900,1,1
